REF_DATE,GEO,Employment,Employment rate,Labour force,Population,Unemployment,Unemployment rate
2008-02,New Brunswick,359.9,59.1,394.6,609.4,34.7,8.8
2008-02,Newfoundland and Labrador,220.9,51.7,255.7,427.0,34.7,13.6
2008-02,Nova Scotia,447.6,58.4,487.0,766.8,39.4,8.1
2008-02,Ontario,6609.9,63.6,7060.0,10399.6,450.2,6.4
2008-02,Prince Edward Island,68.8,61.0,76.9,112.8,8.0,10.4
2008-02,Quebec,3887.0,61.2,4185.2,6351.3,298.2,7.1
2008-02,Saskatchewan,514.7,67.1,538.6,767.5,24.0,4.5
2008-03,Alberta,2038.8,72.1,2116.4,2826.8,77.6,3.7
2008-03,British Columbia,2248.9,63.7,2354.5,3529.1,105.6,4.5
2008-03,Manitoba,602.5,66.6,630.8,904.5,28.4,4.5
2008-03,New Brunswick,359.4,59.0,394.1,609.6,34.7,8.8
2008-03,Newfoundland and Labrador,220.4,51.6,253.7,427.0,33.3,13.1
2008-03,Nova Scotia,450.0,58.7,489.4,766.8,39.4,8.1
2008-03,Ontario,6603.4,63.4,7060.4,10408.4,457.1,6.5
2008-03,Prince Edward Island,69.0,61.2,77.2,112.8,8.3,10.8
2008-03,Quebec,3868.4,60.8,4174.3,6357.4,305.9,7.3
2008-03,Saskatchewan,511.5,66.6,534.8,768.3,23.4,4.4
2008-04,Alberta,2039.2,71.9,2115.8,2834.9,76.6,3.6
2008-04,British Columbia,2242.4,63.4,2353.7,3534.5,111.3,4.7
2008-04,Manitoba,607.7,67.1,634.3,905.3,26.6,4.2
2008-04,New Brunswick,362.0,59.4,396.0,609.8,34.1,8.6
2008-04,Newfoundland and Labrador,223.5,52.4,259.1,426.9,35.6,13.7
2008-04,Nova Scotia,453.0,59.1,488.8,766.9,35.8,7.3
2008-04,Ontario,6608.7,63.4,7054.5,10420.0,445.8,6.3
2008-04,Prince Edward Island,69.0,61.1,78.3,113.0,9.3,11.9
2008-04,Quebec,3850.9,60.5,4170.5,6364.2,319.6,7.7
2008-04,Saskatchewan,515.5,67.0,538.5,769.4,23.0,4.3
2008-05,Alberta,2044.6,71.9,2123.0,2841.8,78.4,3.7
2008-05,British Columbia,2247.1,63.5,2358.0,3538.9,110.9,4.7
2008-05,Manitoba,601.2,66.4,627.2,905.9,26.0,4.1
2008-05,New Brunswick,360.1,59.0,394.9,610.0,34.8,8.8
2008-05,Newfoundland and Labrador,225.3,52.8,258.9,427.0,33.6,13.0
2008-05,Nova Scotia,447.9,58.4,489.1,767.1,41.2,8.4
2008-05,Ontario,6615.6,63.4,7060.9,10430.9,445.3,6.3
2008-05,Prince Edward Island,69.8,61.7,77.7,113.1,7.9,10.2
2008-05,Quebec,3860.8,60.6,4176.6,6370.4,315.7,7.6
2008-05,Saskatchewan,514.3,66.8,536.8,770.4,22.5,4.2
2008-06,Alberta,2052.2,72.0,2123.1,2849.1,70.9,3.3
2008-06,British Columbia,2254.9,63.6,2361.4,3545.7,106.5,4.5
2008-06,Manitoba,606.5,66.9,630.9,906.9,24.4,3.9
2008-06,New Brunswick,361.6,59.3,397.0,610.1,35.4,8.9
2008-06,Newfoundland and Labrador,222.1,52.0,255.8,427.3,33.7,13.2
2008-06,Nova Scotia,452.3,58.9,490.2,767.4,37.9,7.7
2008-06,Ontario,6599.8,63.2,7060.9,10446.1,461.0,6.5
2008-06,Prince Edward Island,69.2,61.0,77.3,113.4,8.1,10.5
2008-06,Quebec,3862.7,60.6,4177.6,6378.5,314.9,7.5
2008-06,Saskatchewan,514.8,66.7,535.5,771.6,20.7,3.9
2008-07,Alberta,2050.2,71.8,2132.1,2855.0,81.9,3.8
2008-07,British Columbia,2257.7,63.6,2367.9,3551.7,110.1,4.6
2008-07,Manitoba,605.2,66.7,630.5,907.5,25.3,4.0
2008-07,New Brunswick,362.3,59.4,396.8,610.3,34.6,8.7
2008-07,Newfoundland and Labrador,222.4,52.0,254.3,427.7,31.9,12.5
2008-07,Nova Scotia,453.6,59.1,488.2,767.5,34.6,7.1
2008-07,Ontario,6577.9,62.9,7033.7,10457.9,455.8,6.5
2008-07,Prince Edward Island,68.2,60.1,77.1,113.5,8.9,11.5
2008-07,Quebec,3869.0,60.6,4175.6,6385.9,306.6,7.3
2008-07,Saskatchewan,514.5,66.6,538.5,772.7,24.0,4.5
2008-08,Alberta,2044.5,71.5,2124.7,2860.8,80.2,3.8
2008-08,British Columbia,2260.9,63.6,2366.8,3557.2,105.9,4.5
2008-08,Manitoba,601.7,66.3,627.0,907.9,25.3,4.0
2008-08,New Brunswick,365.2,59.8,397.0,610.5,31.9,8.0
2008-08,Newfoundland and Labrador,221.7,51.8,256.0,428.1,34.4,13.4
2008-08,Nova Scotia,449.4,58.5,489.8,767.9,40.4,8.2
2008-08,Ontario,6599.5,63.0,7055.8,10468.5,456.3,6.5
2008-08,Prince Edward Island,68.8,60.5,77.1,113.7,8.3,10.8
2008-08,Quebec,3869.1,60.5,4180.5,6393.1,311.4,7.4
2008-08,Saskatchewan,522.5,67.5,544.9,774.0,22.3,4.1
2008-09,Alberta,2057.8,71.7,2147.0,2868.4,89.2,4.2
2008-09,British Columbia,2249.6,63.1,2357.9,3563.1,108.3,4.6
2008-09,Manitoba,601.7,66.2,629.6,908.6,27.9,4.4
2008-09,New Brunswick,361.8,59.2,395.4,611.0,33.5,8.5
2008-09,Newfoundland and Labrador,218.1,50.9,254.0,428.7,35.8,14.1
2008-09,Nova Scotia,453.6,59.0,492.6,768.3,39.0,7.9
2008-09,Ontario,6612.7,63.1,7083.0,10480.4,470.2,6.6
2008-09,Prince Edward Island,68.8,60.5,77.5,113.8,8.7,11.2
2008-09,Quebec,3876.9,60.6,4192.4,6400.7,315.6,7.5
2008-09,Saskatchewan,524.4,67.6,547.1,775.4,22.7,4.1
2008-10,Alberta,2080.5,72.4,2164.6,2874.6,84.1,3.9
2008-10,British Columbia,2239.5,62.8,2360.1,3567.7,120.7,5.1
2008-10,Manitoba,602.6,66.3,629.5,909.5,27.0,4.3
2008-10,New Brunswick,363.1,59.4,398.8,611.4,35.7,9.0
2008-10,Newfoundland and Labrador,218.6,51.0,254.5,429.0,35.9,14.1
2008-10,Nova Scotia,454.3,59.1,495.4,768.6,41.1,8.3
2008-10,Ontario,6622.6,63.1,7105.3,10489.5,482.7,6.8
2008-10,Prince Edward Island,68.0,59.8,76.8,113.8,8.9,11.6
2008-10,Quebec,3894.1,60.8,4207.5,6407.6,313.4,7.4
2008-10,Saskatchewan,527.3,67.9,549.0,776.7,21.7,4.0
2008-11,Alberta,2067.3,71.8,2151.6,2880.6,84.2,3.9
2008-11,British Columbia,2228.7,62.4,2353.8,3572.4,125.1,5.3
2008-11,Manitoba,600.6,66.0,629.2,910.3,28.6,4.5
2008-11,New Brunswick,361.9,59.2,397.3,611.7,35.4,8.9
2008-11,Newfoundland and Labrador,217.8,50.7,253.9,429.3,36.1,14.2
2008-11,Nova Scotia,453.4,59.0,494.5,769.0,41.1,8.3
2008-11,Ontario,6576.2,62.6,7087.3,10497.8,511.1,7.2
2008-11,Prince Edward Island,67.8,59.6,76.9,113.8,9.1,11.8
2008-11,Quebec,3882.3,60.5,4209.6,6414.0,327.2,7.8
2008-11,Saskatchewan,526.6,67.7,547.9,777.9,21.3,3.9
2008-12,Alberta,2053.3,71.2,2157.9,2885.7,104.6,4.8
2008-12,British Columbia,2229.9,62.3,2370.1,3576.8,140.2,5.9
2008-12,Manitoba,604.2,66.3,634.1,911.0,29.8,4.7
2008-12,New Brunswick,361.8,59.1,396.5,612.0,34.7,8.8
2008-12,Newfoundland and Labrador,217.8,50.7,253.3,429.6,35.5,14.0
2008-12,Nova Scotia,453.2,58.9,493.9,769.3,40.6,8.2
2008-12,Ontario,6584.9,62.7,7111.8,10506.1,526.9,7.4
2008-12,Prince Edward Island,68.1,59.9,77.7,113.7,9.6,12.4
2008-12,Quebec,3873.6,60.3,4202.7,6420.1,329.1,7.8
2008-12,Saskatchewan,525.4,67.5,552.8,778.9,27.4,5.0
2009-01,Alberta,2058.3,71.2,2165.5,2891.6,107.3,5.0
2009-01,British Columbia,2207.1,61.6,2364.5,3580.7,157.5,6.7
2009-01,Manitoba,598.3,65.6,629.0,911.8,30.7,4.9
2009-01,New Brunswick,362.5,59.2,397.1,612.4,34.5,8.7
2009-01,Newfoundland and Labrador,214.7,49.9,251.8,429.9,37.0,14.7
2009-01,Nova Scotia,451.9,58.7,496.7,769.6,44.8,9.0
2009-01,Ontario,6489.3,61.7,7068.7,10514.5,579.3,8.2
2009-01,Prince Edward Island,67.4,59.2,76.8,113.8,9.4,12.2
2009-01,Quebec,3848.0,59.9,4194.6,6426.6,346.7,8.3
2009-01,Saskatchewan,527.2,67.6,551.7,779.9,24.5,4.4
2009-02,Alberta,2049.5,70.7,2174.2,2898.5,124.7,5.7
2009-02,British Columbia,2199.4,61.3,2369.2,3585.4,169.8,7.2
2009-02,Manitoba,598.6,65.6,631.5,912.6,33.0,5.2
2009-02,New Brunswick,359.9,58.7,395.3,612.6,35.4,9.0
2009-02,Newfoundland and Labrador,214.0,49.8,253.8,430.1,39.8,15.7
2009-02,Nova Scotia,454.5,59.0,497.8,769.9,43.3,8.7
2009-02,Ontario,6480.9,61.6,7110.4,10523.3,629.5,8.9
2009-02,Prince Edward Island,67.7,59.5,77.8,113.8,10.1,13.0
2009-02,Quebec,3832.0,59.6,4197.9,6433.7,365.9,8.7
2009-02,Saskatchewan,525.8,67.3,553.4,781.2,27.7,5.0
2009-03,Alberta,2035.2,70.1,2167.0,2904.8,131.8,6.1
2009-03,British Columbia,2192.1,61.1,2372.5,3590.3,180.4,7.6
2009-03,Manitoba,596.9,65.3,631.1,913.4,34.2,5.4
2009-03,New Brunswick,360.8,58.9,398.8,612.8,38.0,9.5
2009-03,Newfoundland and Labrador,215.9,50.2,252.8,430.5,36.9,14.6
2009-03,Nova Scotia,452.2,58.7,498.1,770.1,45.9,9.2
2009-03,Ontario,6454.5,61.3,7101.6,10532.0,647.0,9.1
2009-03,Prince Edward Island,67.4,59.2,76.9,113.8,9.5,12.4
2009-03,Quebec,3855.5,59.9,4232.9,6440.2,377.4,8.9
2009-03,Saskatchewan,525.9,67.2,552.7,782.3,26.8,4.8
2009-04,Alberta,2033.0,69.8,2176.3,2911.0,143.3,6.6
2009-04,British Columbia,2196.6,61.1,2388.0,3595.5,191.3,8.0
2009-04,Manitoba,598.3,65.4,630.1,914.3,31.8,5.0
2009-04,New Brunswick,359.7,58.6,395.0,613.3,35.3,8.9
2009-04,Newfoundland and Labrador,213.2,49.5,251.4,430.8,38.2,15.2
2009-04,Nova Scotia,447.9,58.2,497.4,770.1,49.5,10.0
2009-04,Ontario,6426.6,61.0,7060.7,10541.6,634.1,9.0
2009-04,Prince Edward Island,66.7,58.5,77.0,114.0,10.3,13.4
2009-04,Quebec,3864.2,59.9,4241.3,6446.4,377.0,8.9
2009-04,Saskatchewan,524.5,66.9,551.8,783.5,27.3,4.9
2009-05,Alberta,2031.4,69.7,2181.8,2916.3,150.4,6.9
2009-05,British Columbia,2206.9,61.3,2398.5,3600.7,191.6,8.0
2009-05,Manitoba,601.7,65.7,631.7,915.5,30.0,4.7
2009-05,New Brunswick,360.9,58.8,397.0,613.5,36.1,9.1
2009-05,Newfoundland and Labrador,211.0,48.9,250.3,431.4,39.3,15.7
2009-05,Nova Scotia,449.9,58.4,495.2,770.5,45.4,9.2
2009-05,Ontario,6403.7,60.7,7087.5,10552.5,683.8,9.6
2009-05,Prince Edward Island,67.7,59.3,77.7,114.1,10.1,13.0
2009-05,Quebec,3879.5,60.1,4250.3,6453.1,370.8,8.7
2009-05,Saskatchewan,528.2,67.3,557.2,784.8,29.0,5.2
2009-06,Alberta,2022.9,69.2,2175.6,2922.2,152.7,7.0
2009-06,British Columbia,2203.7,61.1,2405.8,3606.8,202.1,8.4
2009-06,Manitoba,599.6,65.4,634.6,917.0,35.0,5.5
2009-06,New Brunswick,362.0,59.0,398.8,613.8,36.8,9.2
2009-06,Newfoundland and Labrador,216.5,50.1,257.7,432.0,41.2,16.0
2009-06,Nova Scotia,448.3,58.1,495.3,771.1,47.0,9.5
2009-06,Ontario,6399.1,60.6,7083.3,10567.2,684.2,9.7
2009-06,Prince Edward Island,68.0,59.5,77.6,114.3,9.6,12.4
2009-06,Quebec,3862.0,59.8,4240.0,6462.9,378.0,8.9
2009-06,Saskatchewan,530.7,67.5,556.8,786.3,26.1,4.7
2009-07,Alberta,2020.8,69.1,2180.4,2926.2,159.6,7.3
2009-07,British Columbia,2199.7,60.9,2387.4,3611.9,187.8,7.9
2009-07,Manitoba,602.6,65.6,635.7,918.0,33.2,5.2
2009-07,New Brunswick,362.9,59.1,398.7,614.1,35.8,9.0
2009-07,Newfoundland and Labrador,214.2,49.5,261.5,432.6,47.3,18.1
2009-07,Nova Scotia,446.2,57.8,493.7,771.6,47.5,9.6
2009-07,Ontario,6417.6,60.7,7087.1,10579.5,669.5,9.4
2009-07,Prince Edward Island,68.4,59.7,78.0,114.5,9.6,12.3
2009-07,Quebec,3844.2,59.4,4232.1,6470.7,387.9,9.2
2009-07,Saskatchewan,526.3,66.8,554.3,787.6,28.0,5.1
2009-08,Alberta,2020.4,69.0,2176.5,2930.0,156.1,7.2
2009-08,British Columbia,2204.1,60.9,2398.2,3617.2,194.2,8.1
2009-08,Manitoba,604.6,65.8,641.1,918.8,36.5,5.7
2009-08,New Brunswick,360.7,58.7,398.0,614.4,37.3,9.4
2009-08,Newfoundland and Labrador,216.1,49.9,258.2,433.1,42.1,16.3
2009-08,Nova Scotia,449.6,58.2,495.7,772.0,46.2,9.3
2009-08,Ontario,6413.7,60.6,7081.9,10591.9,668.2,9.4
2009-08,Prince Edward Island,68.2,59.5,78.0,114.7,9.9,12.7
2009-08,Quebec,3838.9,59.3,4221.7,6478.6,382.8,9.1
2009-08,Saskatchewan,526.5,66.7,553.6,788.8,27.0,4.9
2009-09,Alberta,2031.9,69.3,2186.9,2934.1,155.1,7.1
2009-09,British Columbia,2214.7,61.1,2390.0,3623.4,175.4,7.3
2009-09,Manitoba,600.0,65.2,634.8,920.0,34.8,5.5
2009-09,New Brunswick,364.2,59.2,396.6,614.9,32.4,8.2
2009-09,Newfoundland and Labrador,217.5,50.1,259.3,433.8,41.7,16.1
2009-09,Nova Scotia,445.8,57.7,495.0,772.8,49.1,9.9
2009-09,Ontario,6441.3,60.7,7090.4,10605.9,649.1,9.2
2009-09,Prince Edward Island,69.2,60.2,77.6,114.9,8.4,10.8
2009-09,Quebec,3832.5,59.1,4217.2,6487.5,384.7,9.1
2009-09,Saskatchewan,526.7,66.7,554.9,790.0,28.1,5.1
2009-10,Alberta,2007.5,68.3,2172.5,2937.2,165.0,7.6
2009-10,British Columbia,2201.8,60.7,2391.8,3628.1,190.0,7.9
2009-10,Manitoba,599.3,65.1,637.7,920.7,38.5,6.0
2009-10,New Brunswick,366.8,59.6,398.6,615.3,31.8,8.0
2009-10,Newfoundland and Labrador,217.8,50.2,261.4,434.2,43.6,16.7
2009-10,Nova Scotia,452.8,58.6,498.8,773.2,46.1,9.2
2009-10,Ontario,6461.5,60.9,7115.2,10616.5,653.6,9.2
2009-10,Prince Edward Island,70.2,61.0,78.7,115.0,8.5,10.8
2009-10,Quebec,3848.8,59.3,4210.6,6495.3,361.8,8.6
2009-10,Saskatchewan,526.7,66.6,558.8,791.0,32.1,5.7
2009-11,Alberta,2022.2,68.8,2190.3,2940.0,168.1,7.7
2009-11,British Columbia,2206.6,60.7,2401.6,3632.5,195.0,8.1
2009-11,Manitoba,604.9,65.7,639.1,921.3,34.2,5.4
2009-11,New Brunswick,364.9,59.3,399.0,615.4,34.0,8.5
2009-11,Newfoundland and Labrador,219.0,50.4,259.6,434.8,40.6,15.6
2009-11,Nova Scotia,453.3,58.6,500.7,773.7,47.4,9.5
2009-11,Ontario,6483.4,61.0,7144.7,10626.5,661.3,9.3
2009-11,Prince Edward Island,71.1,61.8,79.1,115.1,8.0,10.1
2009-11,Quebec,3869.0,59.5,4229.0,6501.8,360.1,8.5
2009-11,Saskatchewan,530.4,67.0,560.5,792.0,30.1,5.4
2009-12,Alberta,2031.3,69.0,2183.5,2942.5,152.2,7.0
2009-12,British Columbia,2202.0,60.6,2407.1,3635.7,205.1,8.5
2009-12,Manitoba,600.0,65.1,636.9,921.9,36.9,5.8
2009-12,New Brunswick,361.8,58.8,398.0,615.7,36.1,9.1
2009-12,Newfoundland and Labrador,218.5,50.2,259.4,435.2,40.8,15.7
2009-12,Nova Scotia,453.3,58.6,499.0,773.9,45.7,9.2
2009-12,Ontario,6449.6,60.6,7100.6,10635.8,651.0,9.2
2009-12,Prince Edward Island,70.2,60.9,78.4,115.2,8.1,10.3
2009-12,Quebec,3880.6,59.6,4254.0,6508.2,373.4,8.8
2009-12,Saskatchewan,530.0,66.8,557.8,793.1,27.8,5.0
2010-01,Alberta,2012.8,68.3,2162.4,2945.6,149.6,6.9
2010-01,British Columbia,2212.0,60.8,2407.4,3639.1,195.4,8.1
2010-01,Manitoba,601.8,65.2,638.4,922.7,36.6,5.7
2010-01,New Brunswick,360.3,58.5,396.8,615.8,36.5,9.2
2010-01,Newfoundland and Labrador,218.6,50.2,258.1,435.7,39.4,15.3
2010-01,Nova Scotia,447.9,57.9,493.8,774.1,46.0,9.3
2010-01,Ontario,6475.8,60.8,7122.3,10645.4,646.5,9.1
2010-01,Prince Edward Island,70.4,61.0,78.3,115.4,7.9,10.1
2010-01,Quebec,3894.3,59.8,4246.1,6515.4,351.7,8.3
2010-01,Saskatchewan,531.0,66.9,557.8,794.3,26.8,4.8
2010-02,Alberta,2010.0,68.1,2159.2,2949.6,149.2,6.9
2010-02,British Columbia,2221.3,61.0,2407.4,3643.2,186.1,7.7
2010-02,Manitoba,601.3,65.1,637.3,923.7,36.0,5.6
2010-02,New Brunswick,362.9,58.9,398.5,616.1,35.5,8.9
2010-02,Newfoundland and Labrador,220.3,50.5,259.1,436.1,38.8,15.0
2010-02,Nova Scotia,448.7,58.0,494.2,774.2,45.5,9.2
2010-02,Ontario,6450.9,60.5,7109.0,10655.8,658.1,9.3
2010-02,Prince Edward Island,70.6,61.1,78.8,115.6,8.2,10.4
2010-02,Quebec,3897.4,59.8,4253.6,6522.0,356.3,8.4
2010-02,Saskatchewan,534.6,67.2,559.6,795.6,25.0,4.5
2010-03,Alberta,2014.3,68.2,2166.9,2953.6,152.6,7.0
2010-03,British Columbia,2217.9,60.8,2411.1,3647.6,193.2,8.0
2010-03,Manitoba,602.6,65.2,637.1,924.7,34.5,5.4
2010-03,New Brunswick,361.6,58.7,396.0,616.4,34.4,8.7
2010-03,Newfoundland and Labrador,218.3,50.0,259.9,436.4,41.6,16.0
2010-03,Nova Scotia,452.2,58.4,495.7,774.4,43.6,8.8
2010-03,Ontario,6479.1,60.7,7118.4,10666.8,639.3,9.0
2010-03,Prince Edward Island,70.7,61.1,79.5,115.8,8.8,11.1
2010-03,Quebec,3907.0,59.8,4261.4,6528.6,354.3,8.3
2010-03,Saskatchewan,538.1,67.5,567.3,796.7,29.2,5.1
2010-04,Alberta,2026.1,68.5,2180.4,2957.7,154.3,7.1
2010-04,British Columbia,2221.2,60.8,2400.9,3652.4,179.7,7.5
2010-04,Manitoba,607.3,65.6,640.3,925.7,32.9,5.1
2010-04,New Brunswick,360.1,58.4,395.4,616.6,35.2,8.9
2010-04,Newfoundland and Labrador,218.2,50.0,258.9,436.7,40.7,15.7
2010-04,Nova Scotia,455.5,58.8,498.6,774.8,43.1,8.6
2010-04,Ontario,6506.0,60.9,7151.1,10678.2,645.1,9.0
2010-04,Prince Edward Island,71.2,61.4,79.1,115.9,7.9,10.0
2010-04,Quebec,3926.1,60.1,4271.0,6535.3,344.9,8.1
2010-04,Saskatchewan,536.8,67.3,566.0,797.9,29.1,5.1
2010-05,Alberta,2023.7,68.3,2167.2,2961.8,143.5,6.6
2010-05,British Columbia,2216.8,60.6,2398.1,3657.1,181.3,7.6
2010-05,Manitoba,609.6,65.8,646.4,926.6,36.7,5.7
2010-05,New Brunswick,359.4,58.3,397.2,616.9,37.8,9.5
2010-05,Newfoundland and Labrador,224.2,51.3,263.3,436.9,39.1,14.8
2010-05,Nova Scotia,456.2,58.8,501.4,775.2,45.2,9.0
2010-05,Ontario,6544.1,61.2,7176.8,10691.1,632.7,8.8
2010-05,Prince Edward Island,70.0,60.3,78.4,116.1,8.4,10.7
2010-05,Quebec,3905.3,59.7,4260.0,6542.0,354.7,8.3
2010-05,Saskatchewan,537.5,67.3,565.5,798.9,28.0,5.0
2010-06,Alberta,2036.5,68.6,2176.9,2967.0,140.4,6.4
2010-06,British Columbia,2220.6,60.6,2410.5,3662.8,189.9,7.9
2010-06,Manitoba,611.1,65.9,646.9,927.8,35.8,5.5
2010-06,New Brunswick,358.6,58.1,395.6,617.2,37.1,9.4
2010-06,Newfoundland and Labrador,222.8,50.9,261.7,437.3,38.9,14.9
2010-06,Nova Scotia,454.8,58.6,500.9,775.8,46.0,9.2
2010-06,Ontario,6575.2,61.4,7184.0,10708.3,608.8,8.5
2010-06,Prince Edward Island,69.9,60.1,79.7,116.3,9.8,12.3
2010-06,Quebec,3939.3,60.1,4286.5,6550.9,347.2,8.1
2010-06,Saskatchewan,535.9,67.0,568.3,800.3,32.4,5.7
2010-07,Alberta,2035.3,68.5,2174.0,2970.7,138.7,6.4
2010-07,British Columbia,2228.5,60.8,2414.1,3667.5,185.6,7.7
2010-07,Manitoba,611.4,65.8,646.6,928.8,35.2,5.4
2010-07,New Brunswick,360.1,58.3,396.1,617.7,36.0,9.1
2010-07,Newfoundland and Labrador,224.7,51.3,265.7,437.6,41.0,15.4
2010-07,Nova Scotia,454.6,58.6,504.2,776.1,49.6,9.8
2010-07,Ontario,6587.0,61.4,7209.9,10722.7,622.9,8.6
2010-07,Prince Edward Island,70.8,60.7,79.8,116.6,9.0,11.3
2010-07,Quebec,3929.1,59.9,4295.3,6558.6,366.2,8.5
2010-07,Saskatchewan,535.2,66.8,565.6,801.4,30.4,5.4
2010-08,Alberta,2034.9,68.4,2172.8,2975.2,137.9,6.3
2010-08,British Columbia,2231.4,60.8,2412.6,3672.9,181.3,7.5
2010-08,Manitoba,614.0,66.0,649.9,929.9,35.8,5.5
2010-08,New Brunswick,360.5,58.3,400.1,618.1,39.6,9.9
2010-08,Newfoundland and Labrador,229.7,52.5,267.0,437.8,37.3,14.0
2010-08,Nova Scotia,454.1,58.5,504.8,776.7,50.7,10.0
2010-08,Ontario,6590.3,61.4,7235.4,10738.8,645.1,8.9
2010-08,Prince Edward Island,71.0,60.7,80.0,116.9,9.1,11.4
2010-08,Quebec,3941.0,60.0,4304.3,6566.9,363.3,8.4
2010-08,Saskatchewan,535.3,66.7,563.7,802.7,28.4,5.0
2010-09,Alberta,2035.1,68.3,2170.1,2978.0,135.0,6.2
2010-09,British Columbia,2225.8,60.5,2417.4,3676.5,191.6,7.9
2010-09,Manitoba,616.1,66.2,650.0,931.1,33.9,5.2
2010-09,New Brunswick,357.9,57.9,397.2,618.6,39.3,9.9
2010-09,Newfoundland and Labrador,232.9,53.2,270.7,437.9,37.8,14.0
2010-09,Nova Scotia,456.6,58.8,505.9,777.1,49.3,9.7
2010-09,Ontario,6572.0,61.1,7210.8,10750.5,638.8,8.9
2010-09,Prince Edward Island,69.7,59.5,80.3,117.2,10.6,13.2
2010-09,Quebec,3960.1,60.2,4310.7,6573.6,350.6,8.1
2010-09,Saskatchewan,532.1,66.2,565.8,803.7,33.7,6.0
2010-10,Alberta,2045.3,68.6,2180.8,2981.3,135.5,6.2
2010-10,British Columbia,2216.9,60.2,2412.6,3679.9,195.6,8.1
2010-10,Manitoba,619.8,66.5,652.8,932.0,33.0,5.1
2010-10,New Brunswick,359.1,58.0,398.0,618.9,38.9,9.8
2010-10,Newfoundland and Labrador,231.4,52.8,267.9,438.2,36.5,13.6
2010-10,Nova Scotia,450.7,58.0,501.0,777.5,50.4,10.1
2010-10,Ontario,6577.6,61.1,7181.5,10760.6,603.9,8.4
2010-10,Prince Edward Island,69.4,59.2,79.7,117.3,10.3,12.9
2010-10,Quebec,3941.3,59.9,4298.9,6580.0,357.6,8.3
2010-10,Saskatchewan,532.9,66.2,568.6,804.8,35.7,6.3
2010-11,Alberta,2039.8,68.4,2173.1,2984.3,133.2,6.1
2010-11,British Columbia,2234.8,60.7,2418.5,3682.8,183.7,7.6
2010-11,Manitoba,616.6,66.1,649.3,933.0,32.8,5.1
2010-11,New Brunswick,358.2,57.8,398.7,619.2,40.5,10.2
2010-11,Newfoundland and Labrador,228.4,52.1,265.7,438.5,37.3,14.0
2010-11,Nova Scotia,450.2,57.9,499.8,777.9,49.6,9.9
2010-11,Ontario,6607.2,61.3,7194.2,10770.4,586.9,8.2
2010-11,Prince Edward Island,69.2,58.9,79.5,117.4,10.3,13.0
2010-11,Quebec,3949.6,60.0,4300.0,6585.8,350.4,8.1
2010-11,Saskatchewan,535.5,66.5,567.2,805.5,31.7,5.6
2010-12,Alberta,2048.5,68.6,2175.0,2987.2,126.6,5.8
2010-12,British Columbia,2219.8,60.2,2410.4,3685.0,190.5,7.9
2010-12,Manitoba,611.3,65.5,646.1,933.7,34.9,5.4
2010-12,New Brunswick,358.9,57.9,397.8,619.5,39.0,9.8
2010-12,Newfoundland and Labrador,228.4,52.0,266.6,438.9,38.1,14.3
2010-12,Nova Scotia,448.7,57.7,503.0,778.3,54.3,10.8
2010-12,Ontario,6611.6,61.3,7213.7,10779.0,602.2,8.3
2010-12,Prince Edward Island,69.2,58.8,79.0,117.6,9.8,12.4
2010-12,Quebec,3982.5,60.4,4310.8,6591.5,328.3,7.6
2010-12,Saskatchewan,538.4,66.8,569.2,806.4,30.8,5.4
2011-01,Alberta,2068.5,69.2,2199.0,2990.3,130.6,5.9
2011-01,British Columbia,2223.4,60.3,2423.0,3686.1,199.6,8.2
2011-01,Manitoba,615.3,65.9,647.8,934.3,32.4,5.0
2011-01,New Brunswick,358.1,57.8,394.9,619.7,36.8,9.3
2011-01,Newfoundland and Labrador,233.9,53.2,267.3,439.3,33.4,12.5
2011-01,Nova Scotia,458.3,58.9,507.6,778.3,49.4,9.7
2011-01,Ontario,6639.1,61.5,7239.5,10787.5,600.4,8.3
2011-01,Prince Edward Island,70.6,59.9,79.4,117.8,8.7,11.0
2011-01,Quebec,3982.4,60.4,4319.5,6598.1,337.2,7.8
2011-01,Saskatchewan,537.7,66.6,568.4,807.3,30.7,5.4
2011-02,Alberta,2081.4,69.5,2209.4,2994.4,128.0,5.8
2011-02,British Columbia,2218.2,60.1,2430.1,3687.8,211.9,8.7
2011-02,Manitoba,615.8,65.9,650.0,934.9,34.2,5.3
2011-02,New Brunswick,358.1,57.8,397.1,619.9,39.0,9.8
2011-02,Newfoundland and Labrador,234.2,53.3,267.4,439.5,33.2,12.4
2011-02,Nova Scotia,454.9,58.4,502.6,778.5,47.7,9.5
2011-02,Ontario,6612.9,61.3,7202.2,10796.3,589.4,8.2
2011-02,Prince Edward Island,70.5,59.8,79.8,117.8,9.4,11.8
2011-02,Quebec,3991.4,60.4,4327.0,6603.8,335.6,7.8
2011-02,Saskatchewan,537.3,66.5,567.7,808.2,30.4,5.4
2011-03,Alberta,2083.7,69.5,2209.3,2998.6,125.6,5.7
2011-03,British Columbia,2228.7,60.4,2424.5,3689.6,195.8,8.1
2011-03,Manitoba,614.3,65.7,651.9,935.5,37.6,5.8
2011-03,New Brunswick,358.4,57.8,397.1,620.0,38.7,9.7
2011-03,Newfoundland and Labrador,235.7,53.6,269.0,439.8,33.3,12.4
2011-03,Nova Scotia,454.2,58.3,499.3,778.5,45.2,9.1
2011-03,Ontario,6619.6,61.3,7223.8,10805.4,604.2,8.4
